signal_id,Signal,Theme,Theme_Description,Type,Primary_Data_Source,Calculation_Logic,Risk_Threshold,NBA_on_Trigger,Rationale,Metric_Field,Direction,P10,P25,P50,P75,P90,Alert_Threshold_Expr,Critical_Threshold_Expr
S123,Data Signal 43,Data,Data-Driven Digital Products & Experiences,Leading,Product Telemetry,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S124,Data Signal 44,Data,Data-Driven Digital Products & Experiences,Lagging,Usage Analytics,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S125,Data Signal 45,Data,Data-Driven Digital Products & Experiences,Lagging,Finance ERP,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S126,Data Signal 46,Data,Data-Driven Digital Products & Experiences,Leading,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S127,Data Signal 47,Data,Data-Driven Digital Products & Experiences,Leading,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S128,Data Signal 48,Data,Data-Driven Digital Products & Experiences,Lagging,Support System,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S129,Data Signal 49,Data,Data-Driven Digital Products & Experiences,Lagging,Support System,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S130,Data Signal 50,Data,Data-Driven Digital Products & Experiences,Lagging,AIOps,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S131,Open Critical Vulns,Risk,Risk Management (Security & Compliance),Leading,Learning LMS,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S132,MFA Coverage,Risk,Risk Management (Security & Compliance),Leading,AIOps,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',finops_score <= 47.000,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,finops_score,LOWER_IS_RISK,47.0,57.0,69.0,79.0,87.0,finops_score <= 57.000,finops_score <= 47.000
S133,SSO/SCIM Coverage,Risk,Risk Management (Security & Compliance),Leading,Product Telemetry,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',finops_score <= 47.000,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,finops_score,LOWER_IS_RISK,47.0,57.0,69.0,79.0,87.0,finops_score <= 57.000,finops_score <= 47.000
S134,Privileged Accounts w/o MFA,Risk,Risk Management (Security & Compliance),Leading,Billing,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S135,PenTest Findings Open,Risk,Risk Management (Security & Compliance),Leading,Support System,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S136,DPO/Legal Requests Open,Risk,Risk Management (Security & Compliance),Lagging,AIOps,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S137,Data Residency Breaches,Risk,Risk Management (Security & Compliance),Lagging,CRM,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',compliance_status == 'AtRisk',Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,compliance_status,CATEGORICAL,,,,,,compliance_status == 'AtRisk',compliance_status == 'AtRisk'
S138,Audit Findings Open,Risk,Risk Management (Security & Compliance),Lagging,CDP,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',compliance_status == 'AtRisk',Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,compliance_status,CATEGORICAL,,,,,,compliance_status == 'AtRisk',compliance_status == 'AtRisk'
S139,Backup Success Rate,Risk,Risk Management (Security & Compliance),Leading,Support System,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S140,RPO Compliance,Risk,Risk Management (Security & Compliance),Lagging,Product Telemetry,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',compliance_status == 'AtRisk',Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,compliance_status,CATEGORICAL,,,,,,compliance_status == 'AtRisk',compliance_status == 'AtRisk'
S141,RTO Compliance,Risk,Risk Management (Security & Compliance),Lagging,NPS/Survey,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',compliance_status == 'AtRisk',Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,compliance_status,CATEGORICAL,,,,,,compliance_status == 'AtRisk',compliance_status == 'AtRisk'
S142,DR Test Pass Rate,Risk,Risk Management (Security & Compliance),Lagging,NPS/Survey,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S143,PII Access Outliers,Risk,Risk Management (Security & Compliance),Lagging,Usage Analytics,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S144,SLA Uptime 30d,Risk,Risk Management (Security & Compliance),Lagging,Support System,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S145,Latency P95 SLO,Risk,Risk Management (Security & Compliance),Leading,NPS/Survey,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',latency_p95_ms >= 449.200,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,latency_p95_ms,HIGHER_IS_RISK,180.70000000000002,243.75,316.0,388.0,449.19999999999993,latency_p95_ms >= 388.000,latency_p95_ms >= 449.200
S146,P1 Ticket Rate,Risk,Risk Management (Security & Compliance),Leading,Product Telemetry,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',p1_tickets_90d >= 1.000,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,p1_tickets_90d,HIGHER_IS_RISK,0.0,0.0,0.0,1.0,1.0,p1_tickets_90d >= 1.000,p1_tickets_90d >= 1.000
S147,Change Management Violations,Risk,Risk Management (Security & Compliance),Leading,Usage Analytics,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S148,Secrets in Repo Incidents,Risk,Risk Management (Security & Compliance),Lagging,Product Telemetry,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',p1_tickets_90d >= 1.000,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,p1_tickets_90d,HIGHER_IS_RISK,0.0,0.0,0.0,1.0,1.0,p1_tickets_90d >= 1.000,p1_tickets_90d >= 1.000
S149,Certificate Expiry < 30d,Risk,Risk Management (Security & Compliance),Leading,Compliance Tool,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S150,BYOK/KMS Coverage,Risk,Risk Management (Security & Compliance),Lagging,Identity/SSO,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',finops_score <= 47.000,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,finops_score,LOWER_IS_RISK,47.0,57.0,69.0,79.0,87.0,finops_score <= 57.000,finops_score <= 47.000
S151,Risk Signal 21,Risk,Risk Management (Security & Compliance),Leading,Product Telemetry,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S152,Risk Signal 22,Risk,Risk Management (Security & Compliance),Leading,Learning LMS,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S153,Risk Signal 23,Risk,Risk Management (Security & Compliance),Leading,Billing,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S154,Risk Signal 24,Risk,Risk Management (Security & Compliance),Leading,Marketing Automation,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S155,Risk Signal 25,Risk,Risk Management (Security & Compliance),Leading,DevOps Tooling,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S156,Risk Signal 26,Risk,Risk Management (Security & Compliance),Leading,CDP,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S157,Risk Signal 27,Risk,Risk Management (Security & Compliance),Leading,Compliance Tool,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S158,Risk Signal 28,Risk,Risk Management (Security & Compliance),Leading,Compliance Tool,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S159,Risk Signal 29,Risk,Risk Management (Security & Compliance),Leading,DevOps Tooling,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S160,Risk Signal 30,Risk,Risk Management (Security & Compliance),Lagging,CDP,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S161,Risk Signal 31,Risk,Risk Management (Security & Compliance),Lagging,CRM,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S162,Risk Signal 32,Risk,Risk Management (Security & Compliance),Lagging,CRM,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S163,Risk Signal 33,Risk,Risk Management (Security & Compliance),Lagging,DevOps Tooling,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S164,Risk Signal 34,Risk,Risk Management (Security & Compliance),Leading,Marketing Automation,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S165,Risk Signal 35,Risk,Risk Management (Security & Compliance),Lagging,AIOps,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S166,Risk Signal 36,Risk,Risk Management (Security & Compliance),Lagging,CDP,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S167,Risk Signal 37,Risk,Risk Management (Security & Compliance),Leading,Product Telemetry,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S168,Risk Signal 38,Risk,Risk Management (Security & Compliance),Lagging,Compliance Tool,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S169,Risk Signal 39,Risk,Risk Management (Security & Compliance),Leading,Billing,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S170,Risk Signal 40,Risk,Risk Management (Security & Compliance),Leading,Identity/SSO,Open_Critical_Vulns > 0 or Compliance_Status = 'AtRisk',uptime_30d_pct <= 99.606,Trigger security review; enforce MFA/SCIM; remediate vulns; schedule compliance gap workshop.,Correlates with risk impact and time-to-value acceleration.,uptime_30d_pct,LOWER_IS_RISK,99.60589999999999,99.72675000000001,99.843,99.9905,100.0,uptime_30d_pct <= 99.727,uptime_30d_pct <= 99.606
S171,Executive Sponsor Present,Culture,New Agile & Learning Corporate Culture,Lagging,Support System,Training_Hours_Last90d < 6 or Exec_Sponsor = False,executive_sponsor_present == False,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,executive_sponsor_present,LOWER_IS_RISK,,,,,,executive_sponsor_present == False,executive_sponsor_present == False
S172,Champion Count,Culture,New Agile & Learning Corporate Culture,Lagging,CDP,Training_Hours_Last90d < 6 or Exec_Sponsor = False,stakeholder_engagement_score <= 43.900,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,stakeholder_engagement_score,LOWER_IS_RISK,43.900000000000006,58.0,70.0,85.25,99.1,stakeholder_engagement_score <= 58.000,stakeholder_engagement_score <= 43.900
S173,Training Hours Last 90d,Culture,New Agile & Learning Corporate Culture,Leading,CDP,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S174,Certifications Earned,Culture,New Agile & Learning Corporate Culture,Leading,Security SIEM,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S175,Office Hours Attendance,Culture,New Agile & Learning Corporate Culture,Lagging,Support System,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S176,QBR Cadence,Culture,New Agile & Learning Corporate Culture,Lagging,Learning LMS,Training_Hours_Last90d < 6 or Exec_Sponsor = False,qbr_last90d == False,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,qbr_last90d,LOWER_IS_RISK,,,,,,qbr_last90d == False,qbr_last90d == False
S177,Joint Success Plan Updated,Culture,New Agile & Learning Corporate Culture,Lagging,Compliance Tool,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S178,CSM Touches Last 14d,Culture,New Agile & Learning Corporate Culture,Leading,Marketing Automation,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S179,Stakeholder Map Completeness,Culture,New Agile & Learning Corporate Culture,Lagging,CDP,Training_Hours_Last90d < 6 or Exec_Sponsor = False,stakeholder_engagement_score <= 43.900,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,stakeholder_engagement_score,LOWER_IS_RISK,43.900000000000006,58.0,70.0,85.25,99.1,stakeholder_engagement_score <= 58.000,stakeholder_engagement_score <= 43.900
S180,Adoption Committee Active,Culture,New Agile & Learning Corporate Culture,Leading,CDP,Training_Hours_Last90d < 6 or Exec_Sponsor = False,adoption_rate_pct <= 17.388,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,adoption_rate_pct,LOWER_IS_RISK,17.388,29.37,48.79,70.645,83.317,adoption_rate_pct <= 29.370,adoption_rate_pct <= 17.388
S181,Voice of Customer Participation,Culture,New Agile & Learning Corporate Culture,Leading,NPS/Survey,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S182,Roadmap Feedback Items,Culture,New Agile & Learning Corporate Culture,Leading,CDP,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
